pair	ts	grade	bbw_pct_now	amp_24h	win4h	bucket
AVAX/USDT	2023-01-13 09:00:00+00:00	B	0.95625	0.19839307787391836	2023-01-13 08:00:00+00:00	[0.75,1.00]
BTC/USDT	2023-01-13 15:00:00+00:00	B	0.9038194444444444	0.11487016903478423	2023-01-13 12:00:00+00:00	[0.75,1.00]
SOL/USDT	2023-01-13 21:15:00+00:00	B	0.8791666666666667	0.4039436619718309	2023-01-13 20:00:00+00:00	[0.75,1.00]
ADA/USDT	2023-01-14 00:30:00+00:00	B	0.9798611111111111	0.10530726256983228	2023-01-14 00:00:00+00:00	[0.75,1.00]
SOL/USDT	2023-01-14 05:30:00+00:00	B	0.9746527777777778	0.15497690046199084	2023-01-14 04:00:00+00:00	[0.75,1.00]
DOGE/USDT	2023-01-16 01:00:00+00:00	B	0.7861111111111111	0.0777255531353893	2023-01-16 00:00:00+00:00	[0.75,1.00]
SOL/USDT	2023-01-16 06:30:00+00:00	B	0.8121527777777777	0.11092851273623662	2023-01-16 04:00:00+00:00	[0.75,1.00]
AVAX/USDT	2023-01-17 00:15:00+00:00	B	0.7086805555555555	0.09351256575102287	2023-01-17 00:00:00+00:00	[0.50,0.75)
ETH/USDT	2023-01-17 14:00:00+00:00	B	0.8256944444444444	0.030217999937085138	2023-01-17 12:00:00+00:00	[0.75,1.00]
LTC/USDT	2023-01-17 16:15:00+00:00	B	0.8371527777777777	0.07929366775390842	2023-01-17 16:00:00+00:00	[0.75,1.00]
DOGE/USDT	2023-01-18 01:00:00+00:00	B	0.8423611111111111	0.13915066899360107	2023-01-18 00:00:00+00:00	[0.75,1.00]
ETH/USDT	2023-01-18 13:30:00+00:00	B	0.5649305555555556	0.06839463724582642	2023-01-18 12:00:00+00:00	[0.50,0.75)
ETH/USDT	2023-01-20 14:30:00+00:00	B	0.615625	0.07794344538837282	2023-01-20 12:00:00+00:00	[0.50,0.75)
BNB/USDT	2023-01-20 16:30:00+00:00	B	0.746875	0.06427350427350412	2023-01-20 16:00:00+00:00	[0.50,0.75)
ADA/USDT	2023-01-20 20:00:00+00:00	B	0.9375	0.09926884139482563	2023-01-20 20:00:00+00:00	[0.75,1.00]
ADA/USDT	2023-01-21 15:30:00+00:00	B	0.9260416666666667	0.06308224647324993	2023-01-21 12:00:00+00:00	[0.75,1.00]
ADA/USDT	2023-01-22 08:30:00+00:00	B	0.9524305555555556	0.04801453412924984	2023-01-22 08:00:00+00:00	[0.75,1.00]
ETH/USDT	2023-01-22 14:45:00+00:00	B	0.7559027777777778	0.04785358993248147	2023-01-22 12:00:00+00:00	[0.75,1.00]
DOGE/USDT	2023-01-22 16:15:00+00:00	B	0.9295138888888889	0.08310156858382473	2023-01-22 16:00:00+00:00	[0.75,1.00]
XRP/USDT	2023-01-23 07:45:00+00:00	B	0.7243055555555555	0.049323017408123726	2023-01-23 04:00:00+00:00	[0.50,0.75)
LTC/USDT	2023-01-23 11:00:00+00:00	B	0.8954861111111111	0.046301400066144895	2023-01-23 08:00:00+00:00	[0.75,1.00]
AVAX/USDT	2023-01-24 00:45:00+00:00	B	0.8489583333333334	0.12520413718018492	2023-01-24 00:00:00+00:00	[0.75,1.00]
SOL/USDT	2023-01-25 12:00:00+00:00	A	0.48680555555555555	0.11480235492010094	2023-01-25 12:00:00+00:00	[0.25,0.50)
BTC/USDT	2023-01-25 20:00:00+00:00	B	0.8333333333333334	0.04478250758831429	2023-01-25 20:00:00+00:00	[0.75,1.00]
ADA/USDT	2023-01-26 00:45:00+00:00	B	0.9548611111111112	0.043185932247220046	2023-01-26 00:00:00+00:00	[0.75,1.00]
LINK/USDT	2023-01-27 08:15:00+00:00	B	0.9295138888888889	0.05616755065959476	2023-01-27 08:00:00+00:00	[0.75,1.00]
AVAX/USDT	2023-01-27 19:45:00+00:00	B	0.9420138888888889	0.13995837669094682	2023-01-27 16:00:00+00:00	[0.75,1.00]
ADA/USDT	2023-01-27 21:30:00+00:00	B	0.40381944444444445	0.051759834368530065	2023-01-27 20:00:00+00:00	[0.25,0.50)
LTC/USDT	2023-01-28 03:45:00+00:00	A	0.22951388888888888	0.1081413554014762	2023-01-28 00:00:00+00:00	[0.10,0.25)
SOL/USDT	2023-01-28 05:00:00+00:00	A	0.3388888888888889	0.05277888844462216	2023-01-28 04:00:00+00:00	[0.25,0.50)
SOL/USDT	2023-01-29 00:30:00+00:00	A	0.1701388888888889	0.12108731466227353	2023-01-29 00:00:00+00:00	[0.10,0.25)
BTC/USDT	2023-01-29 10:00:00+00:00	B	0.6024305555555556	0.036705182921227014	2023-01-29 08:00:00+00:00	[0.50,0.75)
BNB/USDT	2023-01-29 14:45:00+00:00	B	0.6388888888888888	0.051475204017577	2023-01-29 12:00:00+00:00	[0.50,0.75)
SOL/USDT	2023-01-29 16:45:00+00:00	B	0.4222222222222222	0.12105473431881746	2023-01-29 16:00:00+00:00	[0.25,0.50)
XRP/USDT	2023-01-30 00:30:00+00:00	A	0.15520833333333334	0.08685220729366605	2023-01-30 00:00:00+00:00	[0.10,0.25)
DOGE/USDT	2023-01-30 14:45:00+00:00	B	0.5125	0.12727065006283558	2023-01-30 12:00:00+00:00	[0.50,0.75)
DOGE/USDT	2023-01-31 02:00:00+00:00	B	0.9892361111111111	0.08546376505387704	2023-01-31 00:00:00+00:00	[0.75,1.00]
BTC/USDT	2023-01-31 13:30:00+00:00	B	0.509375	0.021984379394459998	2023-01-31 12:00:00+00:00	[0.50,0.75)
DOGE/USDT	2023-01-31 16:30:00+00:00	B	0.7944444444444444	0.10166280782993042	2023-01-31 16:00:00+00:00	[0.75,1.00]
BNB/USDT	2023-02-01 19:30:00+00:00	B	0.6361111111111111	0.07131435881036123	2023-02-01 16:00:00+00:00	[0.50,0.75)
ETH/USDT	2023-02-02 00:30:00+00:00	B	0.9131944444444444	0.05183974124396501	2023-02-02 00:00:00+00:00	[0.75,1.00]
ETH/USDT	2023-02-02 18:15:00+00:00	B	0.8048611111111111	0.04793802903123261	2023-02-02 16:00:00+00:00	[0.75,1.00]
ETH/USDT	2023-02-03 14:45:00+00:00	B	0.6673611111111111	0.03182195588606902	2023-02-03 12:00:00+00:00	[0.50,0.75)
ETH/USDT	2023-02-04 13:00:00+00:00	B	0.6486111111111111	0.035255268096833145	2023-02-04 12:00:00+00:00	[0.50,0.75)
LINK/USDT	2023-02-04 17:30:00+00:00	A	0.13993055555555556	0.06310481123074828	2023-02-04 16:00:00+00:00	[0.10,0.25)
BNB/USDT	2023-02-05 08:30:00+00:00	B	0.6697916666666667	0.05093833780160865	2023-02-05 08:00:00+00:00	[0.50,0.75)
BTC/USDT	2023-02-06 15:45:00+00:00	B	0.5364583333333334	0.022578932954999676	2023-02-06 12:00:00+00:00	[0.50,0.75)
LTC/USDT	2023-02-07 02:45:00+00:00	B	0.7368055555555556	0.03631199918855866	2023-02-07 00:00:00+00:00	[0.50,0.75)
ETH/USDT	2023-02-07 17:45:00+00:00	B	0.7607638888888889	0.043176570519339166	2023-02-07 16:00:00+00:00	[0.75,1.00]
LTC/USDT	2023-02-08 07:00:00+00:00	A	0.128125	0.06644453155625246	2023-02-08 04:00:00+00:00	[0.10,0.25)
AVAX/USDT	2023-02-11 14:45:00+00:00	B	0.3861111111111111	0.032668881506090805	2023-02-11 12:00:00+00:00	[0.25,0.50)
BTC/USDT	2023-02-11 21:45:00+00:00	A	0.2920138888888889	0.017719840392676496	2023-02-11 20:00:00+00:00	[0.25,0.50)
SOL/USDT	2023-02-12 05:45:00+00:00	A	0.021527777777777778	0.10235463719365685	2023-02-12 04:00:00+00:00	[0.00,0.05)
DOGE/USDT	2023-02-12 09:00:00+00:00	A	0.5159722222222223	0.07374208198876533	2023-02-12 08:00:00+00:00	[0.50,0.75)
BTC/USDT	2023-02-12 14:30:00+00:00	A	0.28923611111111114	0.029936668226532636	2023-02-12 12:00:00+00:00	[0.25,0.50)
LINK/USDT	2023-02-12 16:30:00+00:00	A	0.19479166666666667	0.09845890410958898	2023-02-12 16:00:00+00:00	[0.10,0.25)
DOGE/USDT	2023-02-13 04:15:00+00:00	B	0.9180555555555555	0.08238833603332564	2023-02-13 04:00:00+00:00	[0.75,1.00]
BTC/USDT	2023-02-14 09:45:00+00:00	A	0.17604166666666668	0.036041011885636506	2023-02-14 08:00:00+00:00	[0.10,0.25)
ETH/USDT	2023-02-14 14:45:00+00:00	B	0.8677083333333333	0.03913787336952336	2023-02-14 12:00:00+00:00	[0.75,1.00]
DOGE/USDT	2023-02-15 03:15:00+00:00	A	0.7885416666666667	0.07124593212459317	2023-02-15 00:00:00+00:00	[0.75,1.00]
ADA/USDT	2023-02-15 23:45:00+00:00	B	0.9475694444444445	0.08377088305489265	2023-02-15 20:00:00+00:00	[0.75,1.00]
AVAX/USDT	2023-02-16 00:00:00+00:00	B	0.8930555555555556	0.09464816650148662	2023-02-16 00:00:00+00:00	[0.75,1.00]
ETH/USDT	2023-02-16 15:30:00+00:00	B	0.7149305555555555	0.0657526237319847	2023-02-16 12:00:00+00:00	[0.50,0.75)
DOGE/USDT	2023-02-16 16:30:00+00:00	B	0.8503472222222223	0.079344262295082	2023-02-16 16:00:00+00:00	[0.75,1.00]
BTC/USDT	2023-02-17 14:30:00+00:00	B	0.7729166666666667	0.054165296467116056	2023-02-17 12:00:00+00:00	[0.75,1.00]
ETH/USDT	2023-02-17 17:00:00+00:00	B	0.7645833333333333	0.03078245611969122	2023-02-17 16:00:00+00:00	[0.75,1.00]
LINK/USDT	2023-02-18 12:00:00+00:00	B	0.7333333333333333	0.06231568149762787	2023-02-18 12:00:00+00:00	[0.50,0.75)
DOGE/USDT	2023-02-18 16:30:00+00:00	A	0.6795138888888889	0.02814551118033141	2023-02-18 16:00:00+00:00	[0.50,0.75)
SOL/USDT	2023-02-19 05:15:00+00:00	B	0.38263888888888886	0.14195183776932824	2023-02-19 04:00:00+00:00	[0.25,0.50)
AVAX/USDT	2023-02-19 14:45:00+00:00	B	0.5600694444444444	0.11662531017369734	2023-02-19 12:00:00+00:00	[0.50,0.75)
SOL/USDT	2023-02-20 02:15:00+00:00	B	0.9253472222222222	0.060899922420481	2023-02-20 00:00:00+00:00	[0.75,1.00]
BNB/USDT	2023-02-20 07:45:00+00:00	A	0.030208333333333334	0.022088987062164722	2023-02-20 04:00:00+00:00	[0.00,0.05)
AVAX/USDT	2023-02-20 13:00:00+00:00	B	0.7923611111111111	0.06685499058380406	2023-02-20 12:00:00+00:00	[0.75,1.00]
AVAX/USDT	2023-02-21 17:15:00+00:00	B	0.7392361111111111	0.10043457267020771	2023-02-21 16:00:00+00:00	[0.50,0.75)
DOGE/USDT	2023-02-22 09:30:00+00:00	B	0.8239583333333333	0.05775672865888882	2023-02-22 08:00:00+00:00	[0.75,1.00]
SOL/USDT	2023-02-22 19:00:00+00:00	B	0.5506944444444445	0.051314142678347954	2023-02-22 16:00:00+00:00	[0.50,0.75)
BTC/USDT	2023-02-23 02:30:00+00:00	B	0.8819444444444444	0.04041100970672788	2023-02-23 00:00:00+00:00	[0.75,1.00]
AVAX/USDT	2023-02-25 07:00:00+00:00	A	0.375	0.06357758620689655	2023-02-25 04:00:00+00:00	[0.25,0.50)
ETH/USDT	2023-02-26 18:30:00+00:00	A	0.58125	0.030820947901146364	2023-02-26 16:00:00+00:00	[0.50,0.75)
DOGE/USDT	2023-02-28 00:30:00+00:00	B	0.56875	0.03929704661947767	2023-02-28 00:00:00+00:00	[0.50,0.75)
DOGE/USDT	2023-02-28 18:45:00+00:00	A	0.14548611111111112	0.03571428571428569	2023-02-28 16:00:00+00:00	[0.10,0.25)
LTC/USDT	2023-03-01 04:45:00+00:00	B	0.9138888888888889	0.019962955340605038	2023-03-01 04:00:00+00:00	[0.75,1.00]
SOL/USDT	2023-03-05 00:30:00+00:00	B	0.8885416666666667	0.045028142589118074	2023-03-05 00:00:00+00:00	[0.75,1.00]
AVAX/USDT	2023-03-06 13:00:00+00:00	A	0.48194444444444445	0.03406326034063252	2023-03-06 12:00:00+00:00	[0.25,0.50)
DOGE/USDT	2023-03-07 00:30:00+00:00	A	0.3940972222222222	0.04814962196577788	2023-03-07 00:00:00+00:00	[0.25,0.50)
XRP/USDT	2023-03-07 12:00:00+00:00	B	0.5010416666666667	0.05005353319057815	2023-03-07 12:00:00+00:00	[0.50,0.75)
XRP/USDT	2023-03-08 13:00:00+00:00	B	0.9795138888888889	0.04515640766902112	2023-03-08 12:00:00+00:00	[0.75,1.00]
LINK/USDT	2023-03-10 13:30:00+00:00	B	0.8583333333333333	0.07286796711268739	2023-03-10 12:00:00+00:00	[0.75,1.00]
BNB/USDT	2023-03-11 01:30:00+00:00	B	0.7204861111111112	0.040285204991087384	2023-03-11 00:00:00+00:00	[0.50,0.75)
LINK/USDT	2023-03-12 17:15:00+00:00	A	0.4875	0.11016403988420707	2023-03-12 16:00:00+00:00	[0.25,0.50)
XRP/USDT	2023-03-12 22:15:00+00:00	B	0.9045138888888888	0.06699213452671549	2023-03-12 20:00:00+00:00	[0.75,1.00]
BNB/USDT	2023-03-13 04:00:00+00:00	B	0.8875	0.07125890736342043	2023-03-13 04:00:00+00:00	[0.75,1.00]
LINK/USDT	2023-03-13 14:00:00+00:00	B	0.6267361111111112	0.07915087187263083	2023-03-13 12:00:00+00:00	[0.50,0.75)
ADA/USDT	2023-03-14 12:30:00+00:00	A	0.8673611111111111	0.10079275198188001	2023-03-14 12:00:00+00:00	[0.75,1.00]
BNB/USDT	2023-03-16 14:15:00+00:00	B	0.965625	0.04674046740467401	2023-03-16 12:00:00+00:00	[0.75,1.00]
SOL/USDT	2023-03-16 19:15:00+00:00	A	0.4236111111111111	0.07373737373737378	2023-03-16 16:00:00+00:00	[0.25,0.50)
DOGE/USDT	2023-03-16 23:30:00+00:00	B	0.8847222222222222	0.07924168030551022	2023-03-16 20:00:00+00:00	[0.75,1.00]
LINK/USDT	2023-03-17 01:30:00+00:00	B	0.6684027777777778	0.0844194312796209	2023-03-17 00:00:00+00:00	[0.50,0.75)
BTC/USDT	2023-03-17 06:30:00+00:00	B	0.6927083333333334	0.07175523677265029	2023-03-17 04:00:00+00:00	[0.50,0.75)
XRP/USDT	2023-03-17 13:30:00+00:00	B	0.9118055555555555	0.05821917808219166	2023-03-17 12:00:00+00:00	[0.75,1.00]
AVAX/USDT	2023-03-17 22:15:00+00:00	B	0.8145833333333333	0.08187134502923968	2023-03-17 20:00:00+00:00	[0.75,1.00]
ETH/USDT	2023-03-18 00:45:00+00:00	B	0.9541666666666667	0.05142062322696983	2023-03-18 00:00:00+00:00	[0.75,1.00]
BTC/USDT	2023-03-19 15:00:00+00:00	B	0.6822916666666666	0.04909953995028573	2023-03-19 12:00:00+00:00	[0.50,0.75)
LTC/USDT	2023-03-19 16:30:00+00:00	B	0.7552083333333334	0.06858407079646019	2023-03-19 16:00:00+00:00	[0.75,1.00]
SOL/USDT	2023-03-20 02:00:00+00:00	B	0.7354166666666667	0.11247803163444633	2023-03-20 00:00:00+00:00	[0.50,0.75)
SOL/USDT	2023-03-20 07:30:00+00:00	B	0.8357638888888889	0.09654871122761034	2023-03-20 04:00:00+00:00	[0.75,1.00]
ETH/USDT	2023-03-21 12:30:00+00:00	B	0.8923611111111112	0.03412029418678848	2023-03-21 12:00:00+00:00	[0.75,1.00]
BTC/USDT	2023-03-21 16:30:00+00:00	B	0.6194444444444445	0.02950386567694608	2023-03-21 16:00:00+00:00	[0.50,0.75)
ADA/USDT	2023-03-21 20:00:00+00:00	B	0.9729166666666667	0.1015729138896295	2023-03-21 20:00:00+00:00	[0.75,1.00]
BNB/USDT	2023-03-22 06:45:00+00:00	B	0.5267361111111111	0.06936245572609209	2023-03-22 04:00:00+00:00	[0.50,0.75)
LINK/USDT	2023-03-22 12:15:00+00:00	B	0.7527777777777778	0.09445316588173724	2023-03-22 12:00:00+00:00	[0.75,1.00]
LTC/USDT	2023-03-22 18:15:00+00:00	B	0.7659722222222223	0.18836363636363643	2023-03-22 16:00:00+00:00	[0.75,1.00]
DOGE/USDT	2023-03-23 09:15:00+00:00	B	0.8201388888888889	0.05431226279282817	2023-03-23 08:00:00+00:00	[0.75,1.00]
BTC/USDT	2023-03-26 08:30:00+00:00	A	0.16805555555555557	0.020527184366406295	2023-03-26 08:00:00+00:00	[0.10,0.25)
BTC/USDT	2023-03-26 13:30:00+00:00	B	0.6694444444444444	0.02118530045239746	2023-03-26 12:00:00+00:00	[0.50,0.75)
BNB/USDT	2023-03-26 20:00:00+00:00	A	0.22291666666666668	0.07275494672754958	2023-03-26 20:00:00+00:00	[0.10,0.25)
XRP/USDT	2023-03-27 03:00:00+00:00	B	0.7079861111111111	0.08855196660074709	2023-03-27 00:00:00+00:00	[0.50,0.75)
DOGE/USDT	2023-03-27 13:00:00+00:00	B	0.8857638888888889	0.06792403059878663	2023-03-27 12:00:00+00:00	[0.75,1.00]
SOL/USDT	2023-03-28 18:45:00+00:00	B	0.5256944444444445	0.06440677966101688	2023-03-28 16:00:00+00:00	[0.50,0.75)
BNB/USDT	2023-03-29 06:15:00+00:00	A	0.29375	0.03416640303701346	2023-03-29 04:00:00+00:00	[0.25,0.50)
ADA/USDT	2023-03-29 08:00:00+00:00	B	0.7204861111111112	0.045653856074284224	2023-03-29 08:00:00+00:00	[0.50,0.75)
BTC/USDT	2023-03-30 02:15:00+00:00	A	0.6027777777777777	0.05200272317887414	2023-03-30 00:00:00+00:00	[0.50,0.75)
BNB/USDT	2023-03-30 07:45:00+00:00	B	0.41458333333333336	0.02028526148969882	2023-03-30 04:00:00+00:00	[0.25,0.50)
LINK/USDT	2023-03-31 07:30:00+00:00	A	0.23368055555555556	0.03940820443846673	2023-03-31 04:00:00+00:00	[0.10,0.25)
ETH/USDT	2023-03-31 12:30:00+00:00	A	0.24930555555555556	0.02420621750193605	2023-03-31 12:00:00+00:00	[0.10,0.25)
XRP/USDT	2023-03-31 20:30:00+00:00	B	0.4388888888888889	0.12317905218513732	2023-03-31 20:00:00+00:00	[0.25,0.50)
LTC/USDT	2023-04-01 01:45:00+00:00	A	0.6614583333333334	0.032121998702141455	2023-04-01 00:00:00+00:00	[0.50,0.75)
XRP/USDT	2023-04-01 11:30:00+00:00	B	0.8208333333333333	0.03578299345902282	2023-04-01 08:00:00+00:00	[0.75,1.00]
AVAX/USDT	2023-04-01 21:00:00+00:00	A	0.2652777777777778	0.04430734716769505	2023-04-01 20:00:00+00:00	[0.25,0.50)
XRP/USDT	2023-04-02 13:15:00+00:00	B	0.3927083333333333	0.049846035411855345	2023-04-02 12:00:00+00:00	[0.25,0.50)
ADA/USDT	2023-04-03 07:45:00+00:00	B	0.9503472222222222	0.07448695211553087	2023-04-03 04:00:00+00:00	[0.75,1.00]
DOGE/USDT	2023-04-03 17:30:00+00:00	B	0.9965277777777778	0.2049675287683718	2023-04-03 16:00:00+00:00	[0.75,1.00]
ETH/USDT	2023-04-04 11:00:00+00:00	B	0.8083333333333333	0.039212844420825455	2023-04-04 08:00:00+00:00	[0.75,1.00]
BTC/USDT	2023-04-05 00:30:00+00:00	A	0.3232638888888889	0.034119463502305464	2023-04-05 00:00:00+00:00	[0.25,0.50)
LTC/USDT	2023-04-05 07:30:00+00:00	A	0.0763888888888889	0.04098880202831181	2023-04-05 04:00:00+00:00	[0.05,0.10)
ETH/USDT	2023-04-05 12:45:00+00:00	A	0.13819444444444445	0.03709658954905448	2023-04-05 12:00:00+00:00	[0.10,0.25)
AVAX/USDT	2023-04-06 14:15:00+00:00	B	0.634375	0.05118326912493119	2023-04-06 12:00:00+00:00	[0.50,0.75)
BTC/USDT	2023-04-08 05:45:00+00:00	A	0.3263888888888889	0.009966269759481892	2023-04-08 04:00:00+00:00	[0.25,0.50)
BTC/USDT	2023-04-09 18:45:00+00:00	A	0.10972222222222222	0.04927868833741511	2023-04-09 16:00:00+00:00	[0.10,0.25)
SOL/USDT	2023-04-10 10:00:00+00:00	A	0.00625	0.1279527559055119	2023-04-10 08:00:00+00:00	[0.00,0.05)
BTC/USDT	2023-04-10 16:30:00+00:00	B	0.5704861111111111	0.06552319885261039	2023-04-10 16:00:00+00:00	[0.50,0.75)
BTC/USDT	2023-04-10 22:00:00+00:00	A	0.5142361111111111	0.03558444419962543	2023-04-10 20:00:00+00:00	[0.50,0.75)
BNB/USDT	2023-04-11 01:45:00+00:00	B	0.9059027777777777	0.04129152437131329	2023-04-11 00:00:00+00:00	[0.75,1.00]
SOL/USDT	2023-04-11 04:15:00+00:00	B	0.7836805555555556	0.10279069767441865	2023-04-11 04:00:00+00:00	[0.75,1.00]
SOL/USDT	2023-04-11 14:00:00+00:00	B	0.790625	0.09447799827437452	2023-04-11 12:00:00+00:00	[0.75,1.00]
BTC/USDT	2023-04-11 19:15:00+00:00	A	0.4288194444444444	0.027896441938023563	2023-04-11 16:00:00+00:00	[0.25,0.50)
ADA/USDT	2023-04-12 12:30:00+00:00	A	0.23229166666666667	0.04824999999999996	2023-04-12 12:00:00+00:00	[0.10,0.25)
DOGE/USDT	2023-04-12 22:00:00+00:00	A	0.28055555555555556	0.07319711538461536	2023-04-12 20:00:00+00:00	[0.25,0.50)
BNB/USDT	2023-04-13 08:30:00+00:00	B	0.37916666666666665	0.0474258970358814	2023-04-13 08:00:00+00:00	[0.25,0.50)
SOL/USDT	2023-04-13 12:45:00+00:00	B	0.8215277777777777	0.05113863363963234	2023-04-13 12:00:00+00:00	[0.75,1.00]
ADA/USDT	2023-04-13 20:00:00+00:00	B	0.84375	0.05001179523472516	2023-04-13 20:00:00+00:00	[0.75,1.00]
XRP/USDT	2023-04-14 00:30:00+00:00	A	0.140625	0.06742658423493032	2023-04-14 00:00:00+00:00	[0.10,0.25)
XRP/USDT	2023-04-14 05:45:00+00:00	B	0.6597222222222222	0.06553990610328626	2023-04-14 04:00:00+00:00	[0.50,0.75)
AVAX/USDT	2023-04-14 23:15:00+00:00	B	0.6809027777777777	0.027589796980739257	2023-04-14 20:00:00+00:00	[0.50,0.75)
BNB/USDT	2023-04-15 14:30:00+00:00	B	0.4267361111111111	0.048685782556750164	2023-04-15 12:00:00+00:00	[0.25,0.50)
SOL/USDT	2023-04-16 02:45:00+00:00	B	0.5138888888888888	0.07972199509403119	2023-04-16 00:00:00+00:00	[0.50,0.75)
DOGE/USDT	2023-04-16 04:15:00+00:00	B	0.5472222222222223	0.04178706379195376	2023-04-16 04:00:00+00:00	[0.50,0.75)
LTC/USDT	2023-04-16 09:15:00+00:00	A	0.5677083333333334	0.061266028902910746	2023-04-16 08:00:00+00:00	[0.50,0.75)
DOGE/USDT	2023-04-16 16:45:00+00:00	A	0.20243055555555556	0.07566666666666678	2023-04-16 16:00:00+00:00	[0.10,0.25)
AVAX/USDT	2023-04-16 20:30:00+00:00	B	0.6986111111111111	0.08895705521472404	2023-04-16 20:00:00+00:00	[0.50,0.75)
AVAX/USDT	2023-04-17 02:45:00+00:00	B	0.9152777777777777	0.05169937769267601	2023-04-17 00:00:00+00:00	[0.75,1.00]
AVAX/USDT	2023-04-17 13:45:00+00:00	B	0.9194444444444444	0.06158218853623862	2023-04-17 12:00:00+00:00	[0.75,1.00]
BTC/USDT	2023-04-18 11:30:00+00:00	B	0.8090277777777778	0.04898330774216638	2023-04-18 08:00:00+00:00	[0.75,1.00]
DOGE/USDT	2023-04-18 15:30:00+00:00	B	0.49201388888888886	0.11108760050782912	2023-04-18 12:00:00+00:00	[0.25,0.50)
BNB/USDT	2023-04-21 07:45:00+00:00	B	0.9472222222222222	0.047619047619047755	2023-04-21 04:00:00+00:00	[0.75,1.00]
SOL/USDT	2023-04-23 07:30:00+00:00	B	0.6506944444444445	0.0606060606060606	2023-04-23 04:00:00+00:00	[0.50,0.75)
ETH/USDT	2023-04-24 00:45:00+00:00	B	0.7506944444444444	0.04475011853454017	2023-04-24 00:00:00+00:00	[0.75,1.00]
BTC/USDT	2023-04-24 13:30:00+00:00	B	0.7916666666666666	0.02810335675671183	2023-04-24 12:00:00+00:00	[0.75,1.00]
