half_band_pct	grid_count	policy	path	leverage	horizon_d	maint_rate	fee_rate	n	net_mean	net_p5	net_p25	net_median	net_p75	net_p95	net_ci_lo	net_ci_hi	liq_rate	pnl_grid_mean	pnl_inv_mean	pnl_fee_mean	scenario
3	40	close	auto	3	1	0.02	0.00011	12470	-0.00272785	-0.0133045	-0.0100801	-0.00436464	0.00355735	0.0118194	-0.00301052	-0.00242375	0			-0.00134666	main
3	40	close	auto	3	7	0.02	0.00011	12470	-0.00415241	-0.0133209	-0.0104112	-0.00666957	-0.000504593	0.0131383	-0.00447087	-0.00381219	0			-0.00195628	main
3	40	close	auto	3	30	0.02	0.00011	12470	-0.00424706	-0.0133209	-0.0104112	-0.00667024	-0.000547824	0.01243	-0.00456014	-0.00392763	0			-0.00197562	main
3	40	close	auto	5	1	0.02	0.00011	12470	-0.00454641	-0.0221741	-0.0168001	-0.00727439	0.00592892	0.019699	-0.00501754	-0.00403958	0			-0.00224443	main
3	40	close	auto	5	7	0.02	0.00011	12470	-0.00692068	-0.0222015	-0.0173519	-0.011116	-0.000840988	0.0218971	-0.00745144	-0.00635365	0			-0.00326047	main
3	40	close	auto	5	30	0.02	0.00011	12470	-0.00707843	-0.0222015	-0.0173519	-0.0111171	-0.00091304	0.0207167	-0.00760023	-0.00654605	0			-0.00329269	main
3	40	close	auto	10	1	0.02	0.00011	12470	-0.00909282	-0.0443483	-0.0336003	-0.0145488	0.0118578	0.0393979	-0.0100351	-0.00807915	0			-0.00448887	main
3	40	close	auto	10	7	0.02	0.00011	12470	-0.0138414	-0.0444029	-0.0347039	-0.0222319	-0.00168198	0.0437942	-0.0149029	-0.0127073	0			-0.00652093	main
3	40	close	auto	10	30	0.02	0.00011	12470	-0.0141569	-0.0444029	-0.0347039	-0.0222341	-0.00182608	0.0414335	-0.0152005	-0.0130921	0			-0.00658539	main
3	40	close	auto	15	1	0.02	0.00011	12470	-0.0136392	-0.0665224	-0.0504004	-0.0218232	0.0177868	0.0590969	-0.0150526	-0.0121187	0			-0.0067333	main
3	40	close	auto	15	7	0.02	0.00011	12470	-0.0207621	-0.0666044	-0.0520558	-0.0333479	-0.00252297	0.0656914	-0.0223543	-0.019061	0			-0.0097814	main
3	40	close	auto	15	30	0.02	0.00011	12470	-0.0212353	-0.0666044	-0.0520558	-0.0333512	-0.00273912	0.0621502	-0.0228007	-0.0196381	0			-0.00987808	main
3	40	close	auto	30	1	0.02	0.00011	12470	-0.0272785	-0.133045	-0.100801	-0.0436464	0.0355735	0.118194	-0.0301052	-0.0242375	0			-0.0134666	main
3	40	close	auto	30	7	0.02	0.00011	12470	-0.0415241	-0.133209	-0.104112	-0.0666957	-0.00504593	0.131383	-0.0447087	-0.0381219	0			-0.0195628	main
3	40	close	auto	30	30	0.02	0.00011	12470	-0.0424706	-0.133209	-0.104112	-0.0667024	-0.00547824	0.1243	-0.0456014	-0.0392763	0			-0.0197562	main
3	40	hold	auto	3	1	0.02	0.00011	12470	-0.00550891	-0.0584669	-0.0107799	0.00248465	0.00881141	0.0222871	-0.00665727	-0.00445234	0	0.0134225	-0.0168937	-0.00203766	main
3	40	hold	auto	3	7	0.02	0.00011	12470	-0.0217486	-0.180422	-0.0600573	-0.00149494	0.0346796	0.084552	-0.0283828	-0.015264	0.00136327	0.0496221	-0.0626612	-0.00737023	main
3	40	hold	auto	3	30	0.02	0.00011	12470	-0.0612187	-0.414953	-0.154109	-0.0233171	0.080159	0.202351	-0.0827269	-0.0411224	0.0220529	0.115539	-0.138536	-0.0168815	main
3	40	hold	auto	5	1	0.02	0.00011	12470	-0.00929822	-0.0974449	-0.0179665	0.00414108	0.0146857	0.0371451	-0.0112575	-0.00745189	0.00032077	0.0223752	-0.0279588	-0.00339598	main
3	40	hold	auto	5	7	0.02	0.00011	12470	-0.0369435	-0.302939	-0.100096	-0.00249156	0.0577993	0.14092	-0.0475879	-0.0262151	0.00721732	0.0829139	-0.100535	-0.0122833	main
3	40	hold	auto	5	30	0.02	0.00011	12470	-0.0970762	-1	-0.259979	-0.0401462	0.133447	0.336935	-0.128933	-0.0674241	0.0577386	0.19574	-0.208604	-0.0281131	main
3	40	hold	auto	10	1	0.02	0.00011	12470	-0.0187681	-0.19489	-0.035933	0.00828216	0.0293714	0.0742903	-0.0227686	-0.0149533	0.00232558	0.0447909	-0.0544726	-0.00679196	main
3	40	hold	auto	10	7	0.02	0.00011	12470	-0.0760509	-0.752364	-0.201243	-0.00514514	0.115599	0.28184	-0.0971316	-0.0544249	0.0467522	0.16857	-0.174266	-0.0245576	main
3	40	hold	auto	10	30	0.02	0.00011	12470	-0.200082	-1	-1	-0.11932	0.255318	0.66145	-0.25052	-0.148653	0.255974	0.438571	-0.298787	-0.0551415	main
3	40	hold	auto	15	1	0.02	0.00011	12470	-0.0298113	-0.295661	-0.0540603	0.0123969	0.0440334	0.111409	-0.0358615	-0.0240366	0.010826	0.0673008	-0.0762805	-0.0101826	main
3	40	hold	auto	15	7	0.02	0.00011	12470	-0.123807	-1	-0.324877	-0.014185	0.170847	0.419178	-0.154068	-0.0929486	0.130072	0.261383	-0.215381	-0.0364451	main
3	40	hold	auto	15	30	0.02	0.00011	12470	-0.307535	-1	-1	-0.446256	0.323097	0.956751	-0.36667	-0.246036	0.460144	0.727982	-0.338034	-0.0771026	main
3	40	hold	auto	30	1	0.02	0.00011	12470	-0.063434	-1	-0.111265	0.0244209	0.0875849	0.222233	-0.0749117	-0.0518391	0.0587811	0.134989	-0.119473	-0.0202415	main
3	40	hold	auto	30	7	0.02	0.00011	12470	-0.265699	-1	-1	-0.17945	0.288945	0.786694	-0.309268	-0.218659	0.401123	0.577894	-0.266163	-0.0675771	main
3	40	hold	auto	30	30	0.02	0.00011	12470	-0.509761	-1	-1	-1	-1	1.60171	-0.576629	-0.440114	0.750922	1.66854	-0.454695	-0.118234	main
3	40	recover	auto	3	1	0.02	0.00011	12470	-0.00342808	-0.0414182	-0.00580096	0.00287506	0.00700049	0.0150916	-0.00424104	-0.0026225	0			-0.0013158	main
3	40	recover	auto	3	7	0.02	0.00011	12470	-0.00750837	-0.101286	-0.000150371	0.00701205	0.0130439	0.0259027	-0.0103274	-0.00465555	0.00032077			-0.00193568	main
3	40	recover	auto	3	30	0.02	0.00011	12470	-0.0120034	-0.160538	0.00459211	0.00849927	0.0148038	0.0283194	-0.0185723	-0.00614292	0.00328789			-0.0019655	main
3	40	recover	auto	5	1	0.02	0.00011	12470	-0.00579331	-0.0690831	-0.00967688	0.00479136	0.0116653	0.0251488	-0.00718658	-0.00442475	0.000240577			-0.00219299	main
3	40	recover	auto	5	7	0.02	0.00011	12470	-0.012456	-0.169009	-0.000329294	0.0116857	0.0217327	0.0431595	-0.0171762	-0.0077735	0.002085			-0.00322611	main
3	40	recover	auto	5	30	0.02	0.00011	12470	-0.0187385	-0.268667	0.00765327	0.0141636	0.0246718	0.0471858	-0.0284435	-0.00959388	0.00793905			-0.0032758	main
3	40	recover	auto	10	1	0.02	0.00011	12470	-0.0116941	-0.138166	-0.0193538	0.00958272	0.0233306	0.0502975	-0.0145938	-0.00891872	0.00160385			-0.00438598	main
3	40	recover	auto	10	7	0.02	0.00011	12470	-0.0250882	-0.340672	-0.000923718	0.0233683	0.0434465	0.0863111	-0.034412	-0.0158429	0.0114675			-0.0064521	main
3	40	recover	auto	10	30	0.02	0.00011	12470	-0.0377392	-0.670292	0.0151201	0.0281529	0.0491839	0.0941408	-0.0538369	-0.021264	0.0445068			-0.00655015	main
3	40	recover	auto	15	1	0.02	0.00011	12470	-0.0182332	-0.207626	-0.0290433	0.014372	0.0349958	0.0754463	-0.0225878	-0.0139834	0.00577386			-0.0065789	main
3	40	recover	auto	15	7	0.02	0.00011	12470	-0.0406903	-0.587337	-0.00393362	0.0349929	0.0651439	0.129467	-0.0547395	-0.0268489	0.037931			-0.00967715	main
3	40	recover	auto	15	30	0.02	0.00011	12470	-0.0554097	-1	0.0217164	0.0416794	0.0730904	0.140522	-0.0756721	-0.0348052	0.0864475			-0.00981818	main
3	40	recover	auto	30	1	0.02	0.00011	12470	-0.0376496	-0.437036	-0.0586921	0.0285394	0.0698856	0.150633	-0.0457324	-0.0294124	0.029591			-0.0131564	main
3	40	recover	auto	30	7	0.02	0.00011	12470	-0.0840904	-1	-0.0550041	0.068082	0.128234	0.257579	-0.10629	-0.0623169	0.137209			-0.0193297	main
3	40	recover	auto	30	30	0.02	0.00011	12470	-0.0999133	-1	0.0326798	0.0768036	0.140127	0.275765	-0.124433	-0.0747608	0.18741			-0.0195757	main
3	80	close	auto	3	1	0.02	0.00011	12470	-0.00511639	-0.0141753	-0.0118323	-0.00766275	0.00174115	0.0077998	-0.00544443	-0.00477815	0			-0.00216333	main
3	80	close	auto	3	7	0.02	0.00011	12470	-0.00746325	-0.0141811	-0.0120261	-0.00934329	-0.00494947	0.00546272	-0.0077292	-0.00717294	0			-0.00319315	main
3	80	close	auto	3	30	0.02	0.00011	12470	-0.00758387	-0.0141811	-0.0120261	-0.00934447	-0.00496763	0.00450398	-0.00782757	-0.0073176	0			-0.00322663	main
