seed	bucket	T_h	dR	lo95	hi95	loADJ	hiADJ	sig95	sigADJ	cap_hiADJ_pct
7	[0.75,1.0]	1	-0.010363776122026675	-0.020593069531543284	2.6276006121295904e-05	-0.026270903781091298	0.005809516834082995	False	False	0.009382408049324178
7	[0.75,1.0]	4	-0.0052066856593792656	-0.014317631282352703	0.0037807025362271637	-0.019149654227573566	0.009104537585122226	False	False	0.02841154059358854
7	[0.75,1.0]	12	-0.004802623337652543	-0.015094313805309432	0.005573992320512549	-0.02031673909689307	0.011512039012063607	False	False	0.06042045546644203
7	[0.75,1.0]	24	-0.0018146807332620903	-0.011911920817632742	0.008170091383228294	-0.0179544114004762	0.013797730085496649	False	False	0.09848796412933578
8	[0,0.05)	1	0.005802707558911486	-0.011529961818360565	0.022005691708125493	-0.021759665123528758	0.03153449493210537	False	False	0.022028436776359305
8	[0,0.05)	4	0.012660192441886172	-0.0067712500337488634	0.031021029431958527	-0.018929766956611162	0.04193634064542068	False	False	0.060569052227319196
8	[0,0.05)	12	0.020362455998282077	0.004545919737561599	0.036781237716422985	-0.005158968319082937	0.04569461639689693	True	False	0.13826283890977648
8	[0,0.05)	24	0.015675949480729645	0.0002449493889928386	0.03165123181313386	-0.008101031156266258	0.04035338230981604	True	False	0.18138368337183006
8	[0.05,0.10)	1	-0.005730536223063829	-0.020915176337779205	0.010520755285243563	-0.028553084221408745	0.020159443395728845	False	False	0.015075245248871372
8	[0.05,0.10)	4	0.005309315758143511	-0.01037208205312772	0.020456516182837045	-0.01972598109212946	0.029375420925743308	False	False	0.05026055921675793
8	[0.05,0.10)	12	-0.0043694821927976	-0.020228792549589668	0.011936944552028352	-0.028051301051800207	0.02109717878107192	False	False	0.06657582263856286
8	[0.05,0.10)	24	0.006827966493236634	-0.008969943644594133	0.023409820611088965	-0.018133293416008885	0.032473462457192445	False	False	0.1545627487756307
8	[0.10,0.25)	1	-0.0016719620093731114	-0.013520198948306172	0.010544348881090593	-0.01946512718960596	0.0172263870704818	False	False	0.015745567595280518
8	[0.10,0.25)	4	0.003177165304116432	-0.00775531057986723	0.013873342331378477	-0.013459271914427107	0.020202483737707517	False	False	0.03963643463727938
8	[0.10,0.25)	12	0.0074703623330754036	-0.00258550534153892	0.017417759196323903	-0.008798213790412053	0.023104935207312147	False	False	0.08458637983485685
8	[0.10,0.25)	24	0.017119413182191547	0.0072929506482813326	0.027174818092216675	0.0017045011126659228	0.032932692314445296	True	True	0.1787198484921662
8	[0.25,0.50)	1	-1.873231049863745e-05	-0.009331080525267321	0.009540630432660022	-0.014550714873019923	0.01492713482772048	False	False	0.014221016116471854
8	[0.25,0.50)	4	0.0004024485017057482	-0.00802861027891317	0.008832196549060707	-0.012505336680416082	0.01375474103942421	False	False	0.027639522859180907
8	[0.25,0.50)	12	0.004618135602346366	-0.005227799213973601	0.01467165051339882	-0.010787401678103051	0.020066217064496853	False	False	0.07533594279838406
