bucket	T_h	n	R_act_mean	R_flip_mean	dR	amp_mean_pct	cap_pct	dR_lo95	dR_hi95	dR_loADJ	dR_hiADJ	cap_lo95_pct	cap_hi95_pct	cap_loADJ_pct	cap_hiADJ_pct
[0,0.05)	1	531	0.7876316464466384	0.7820154514689589	0.005616194977679584	0.64883989822817	0.0036440113777471803	-0.011066532416240333	0.021998032273391203	-0.02172058061163182	0.03115841226551209	-0.007168361249132951	0.014629943341895046	-0.013688142051167888	0.021368544915251576
[0,0.05)	4	531	0.7883264031805245	0.7759628502670618	0.012363552913462741	1.3806162473745494	0.017069322027601603	-0.007471598227146149	0.030842984084244764	-0.018804361545669983	0.04076445342235884	-0.010219994580075512	0.04350531833777947	-0.02582431147379312	0.05972061193944119
[0,0.05)	12	531	0.7940523531244047	0.7732885019343202	0.020763851190084504	2.815958960146516	0.05847015280586735	0.004560939549352791	0.037345152571580956	-0.005040058340514647	0.046139010566190145	0.01244082941538871	0.10909794515026305	-0.013337834982982433	0.1400743604585165
[0,0.05)	24	531	0.7894805665214706	0.7724570169250171	0.01702354959645327	4.2663220117958485	0.07262794436224691	0.001739321275116755	0.032619566036004397	-0.0071059084146100305	0.042252249522260005	0.007310964302241603	0.1436356569733183	-0.029340673169100887	0.19062665851903457
[0.05,0.10)	1	459	0.7745904863141504	0.7807077027164694	-0.006117216402319031	0.7039617455148522	-0.0043062863362685905	-0.02072931259059583	0.009667610822184319	-0.028608139926260975	0.018773688801787983	-0.014480415496958587	0.006900507333065253	-0.01982859582602656	0.013875560425732202
[0.05,0.10)	4	459	0.7811887850192251	0.7766110105878364	0.0045777744313886416	1.584837249977361	0.007255027440858652	-0.011486002197313867	0.020013249670853012	-0.02063553279519474	0.0289037107020597	-0.017604333783000657	0.033258183945297205	-0.0308949204777809	0.049706731575562074
[0.05,0.10)	12	459	0.7695034021509594	0.774162399450748	-0.004658997299788749	2.9825909498190013	-0.013895883181581086	-0.020380611624973517	0.011689621464437866	-0.029941210016374942	0.021239740870273242	-0.059432246365495815	0.035909054127428876	-0.08704495118906092	0.06492841002075168
[0.05,0.10)	24	459	0.7806562697463686	0.7732643459809991	0.0073919237653694665	4.5891557060783335	0.033922689126741325	-0.008294836269142005	0.023892509619481594	-0.01737938724686607	0.03435488013698228	-0.03721932551092616	0.11309241728363939	-0.07699306381810321	0.16635889364759926
[0.10,0.25)	1	1335	0.7791955762119687	0.7802021372631217	-0.001006561051153006	0.8624700532857431	-0.0008681287634232867	-0.012802635283453493	0.010908753173510985	-0.01951930803371729	0.017070303362839264	-0.010816650379628437	0.009579340661937205	-0.015858926658836	0.015540644520990554
[0.10,0.25)	4	1335	0.7786286519977925	0.7757269345924022	0.0029017174053902065	1.8665560928136422	0.0054162183026544835	-0.007656210959350587	0.013732993066421112	-0.013998807668866544	0.02038440288997784	-0.013935604431050916	0.026388718835901204	-0.025160314560727714	0.04006412762279653
[0.10,0.25)	12	1335	0.781395786469605	0.7741659392026327	0.007229847266972174	3.5086714481946655	0.025367158680433502	-0.002581877228505084	0.017138480474419387	-0.008115273526464108	0.023095549355617955	-0.008886617556266043	0.06125704778586383	-0.027542805913980693	0.08397909742107709
[0.10,0.25)	24	1335	0.7903569577462913	0.7735526187273307	0.016804339018960376	5.175518405303379	0.08697116588158715	0.007017614695571523	0.0269022407875893	0.001982852068295178	0.03303093059836635	0.03539224909485536	0.14283617009429608	0.009756267604155962	0.1779183992599992
[0.25,0.50)	1	2117	0.7793343602593061	0.7800808381862665	-0.0007464779269602742	0.9322576835981021	-0.0006959097830450985	-0.010162782354028461	0.008651255086659919	-0.015451867728752875	0.014535245651218245	-0.009430641064202583	0.008171611024545656	-0.014352849711038717	0.014052602469575211
[0.25,0.50)	4	2117	0.7753659951593865	0.7753606369006363	5.358258750127081e-06	1.9851030052841894	1.0636695547967573e-05	-0.008440565609166594	0.008419699484493804	-0.013152778084698478	0.012914966144387079	-0.016542258527485827	0.01697801061766193	-0.02541506880805262	0.026416017442675185
[0.25,0.50)	12	2117	0.7783384567103001	0.7737277258511354	0.004610730859164873	3.66237781989844	0.01688623843212671	-0.005320987057474667	0.014623308998285846	-0.011001205906983627	0.020300353107566	-0.019139375971329666	0.054634339392322505	-0.03899994844198883	0.07682873802227241
