ts	pair	grade	ret_24h	net_24h	mfe_24h	mae_24h
2026-06-07T22:00:00+00:00	ETH/USDT	B	-0.0059830968697471	-0.0079830968697471	0.0120308440985976	-0.0331832661361419
2026-06-11T17:30:00+00:00	ETH/USDT	B	-0.0049420545593285	-0.0069420545593285	0.0096277661198014	-0.0151123140022892
2026-06-13T21:30:00+00:00	ETH/USDT	A	0.0169869117237537	0.0149869117237537	0.022017217985863	-0.0194754024541258
2026-06-15T13:00:00+00:00	ETH/USDT	B	0.0048604569498402	0.0028604569498402	0.0309185260329865	-0.0201051241032957
2026-06-20T05:00:00+00:00	ETH/USDT	A	0.0012545528126264	-0.0007454471873735	0.0114759784933802	-0.0124819332832284
2026-06-20T15:15:00+00:00	ETH/USDT	B	-0.0062723808649342	-0.0082723808649342	0.0020716646772565	-0.0145877329905426
2026-06-22T01:15:00+00:00	ETH/USDT	B	-0.010648132297052	-0.012648132297052	0.0156811723217036	-0.0202006368336358
2026-06-22T11:30:00+00:00	ETH/USDT	B	-0.05799237956999	-0.05999237956999	0.0091966796697813	-0.0725925337929782
2026-06-27T15:00:00+00:00	ETH/USDT	B	-0.0145367650719371	-0.0165367650719371	0.0025265096828794	-0.0277231542788868
2026-06-29T03:00:00+00:00	ETH/USDT	B	0.0052341806518416	0.0032341806518416	0.0339432511270219	-0.016712757762877
2026-06-29T12:00:00+00:00	ETH/USDT	A	-0.0135897853980357	-0.0155897853980357	0.0269663485055626	-0.0233478408107463
2026-06-29T17:00:00+00:00	ETH/USDT	B	-0.0285009032194205	-0.0305009032194205	0.0130781222934348	-0.0409789413773478
2026-07-01T13:45:00+00:00	ETH/USDT	B	0.0710609684326517	0.0690609684326517	0.0729705363068331	-0.0037690487221547
2026-07-02T09:30:00+00:00	ETH/USDT	B	0.0488305143545766	0.0468305143545766	0.0560549716073353	-0.0028970864804659
2026-07-04T13:15:00+00:00	ETH/USDT	A	-0.002923050828292	-0.004923050828292	0.0220218239384859	-0.0112568553174648
2026-07-06T15:45:00+00:00	ETH/USDT	B			0.0250647165053647	-0.0173322822142829
2026-07-06T21:00:00+00:00	ETH/USDT	A			0.000830035180299	-0.033877528583993
2026-05-01T13:45:00+00:00	LINK/USDT	B	-0.0161987041036717	-0.0181987041036717	0.0021598272138227	-0.0215982721382288
2026-05-02T14:45:00+00:00	LINK/USDT	A	0.0032858707557501	0.0012858707557501	0.013143483023001	-0.0065717415115006
